place_id,place_name,review Length (raw),cleaned review Length,Lexical Diversity
ChIJQ5Z3W5Jp6oARP9ClLufmuiA,Fresenius Medical Care at San Joaquin Community Hospital,30,9,1.0
ChIJQ5Z3W5Jp6oARP9ClLufmuiA,Fresenius Medical Care at San Joaquin Community Hospital,15,7,1.0
ChIJQ5Z3W5Jp6oARP9ClLufmuiA,Fresenius Medical Care at San Joaquin Community Hospital,45,20,0.9
ChIJN6ChydrmlIARtiXTfhlkboo,Clinica Sierra Vista - West Shaw Community Health Center,111,49,0.7755102040816326
ChIJN6ChydrmlIARtiXTfhlkboo,Clinica Sierra Vista - West Shaw Community Health Center,30,11,0.9090909090909091
ChIJN6ChydrmlIARtiXTfhlkboo,Clinica Sierra Vista - West Shaw Community Health Center,48,21,0.9047619047619048
ChIJN6ChydrmlIARtiXTfhlkboo,Clinica Sierra Vista - West Shaw Community Health Center,170,57,0.7894736842105263
ChIJN6ChydrmlIARtiXTfhlkboo,Clinica Sierra Vista - West Shaw Community Health Center,78,21,0.8571428571428571
ChIJwTNh-ECt6YAR2Ph-u91Xh-w,Academic Family Medicine Urgent Care Center,61,37,0.9459459459459459
ChIJwTNh-ECt6YAR2Ph-u91Xh-w,Academic Family Medicine Urgent Care Center,101,42,0.8571428571428571
ChIJwTNh-ECt6YAR2Ph-u91Xh-w,Academic Family Medicine Urgent Care Center,38,13,1.0
ChIJwTNh-ECt6YAR2Ph-u91Xh-w,Academic Family Medicine Urgent Care Center,120,47,0.8085106382978723
ChIJwTNh-ECt6YAR2Ph-u91Xh-w,Academic Family Medicine Urgent Care Center,83,37,0.8108108108108109
ChIJTw9tGOOjj4ARrMUpTblm2Rs,CPH - Comprehensive Pediatric Health,153,74,0.8243243243243243
ChIJTw9tGOOjj4ARrMUpTblm2Rs,CPH - Comprehensive Pediatric Health,63,28,1.0
ChIJTw9tGOOjj4ARrMUpTblm2Rs,CPH - Comprehensive Pediatric Health,83,35,0.8857142857142857
ChIJTw9tGOOjj4ARrMUpTblm2Rs,CPH - Comprehensive Pediatric Health,40,19,0.8421052631578947
ChIJTw9tGOOjj4ARrMUpTblm2Rs,CPH - Comprehensive Pediatric Health,32,17,0.7647058823529411
ChIJNY5mH1Zx3IARuDZO8_t3Qqo,Scripps HealthExpress Oceanside,58,24,1.0
ChIJNY5mH1Zx3IARuDZO8_t3Qqo,Scripps HealthExpress Oceanside,193,78,0.7948717948717948
ChIJNY5mH1Zx3IARuDZO8_t3Qqo,Scripps HealthExpress Oceanside,53,31,0.6129032258064516
ChIJNY5mH1Zx3IARuDZO8_t3Qqo,Scripps HealthExpress Oceanside,47,21,0.8571428571428571
ChIJNY5mH1Zx3IARuDZO8_t3Qqo,Scripps HealthExpress Oceanside,101,40,0.775
ChIJB_CQubsNkIARR7lJkT_GuBM,CMC Waterloo,110,49,0.9183673469387755
ChIJB_CQubsNkIARR7lJkT_GuBM,CMC Waterloo,101,47,0.6808510638297872
ChIJB_CQubsNkIARR7lJkT_GuBM,CMC Waterloo,115,50,0.82
ChIJB_CQubsNkIARR7lJkT_GuBM,CMC Waterloo,59,24,0.875
ChIJB_CQubsNkIARR7lJkT_GuBM,CMC Waterloo,111,55,0.8363636363636363
ChIJJ3YS_7yawoARO4XT4dmeaM8,Mission Veterinary Clinic and Animal Emergency Hospital,98,48,0.8958333333333334
ChIJJ3YS_7yawoARO4XT4dmeaM8,Mission Veterinary Clinic and Animal Emergency Hospital,556,239,0.6150627615062761
ChIJJ3YS_7yawoARO4XT4dmeaM8,Mission Veterinary Clinic and Animal Emergency Hospital,29,14,1.0
ChIJJ3YS_7yawoARO4XT4dmeaM8,Mission Veterinary Clinic and Animal Emergency Hospital,85,34,0.9117647058823529
ChIJJ3YS_7yawoARO4XT4dmeaM8,Mission Veterinary Clinic and Animal Emergency Hospital,35,14,1.0
ChIJyV0NVQJ3hYARd6zS_-fMyKA,Stanford Medicine Children's Health — Pediatrics,145,67,0.8208955223880597
ChIJyV0NVQJ3hYARd6zS_-fMyKA,Stanford Medicine Children's Health — Pediatrics,24,9,1.0
ChIJyV0NVQJ3hYARd6zS_-fMyKA,Stanford Medicine Children's Health — Pediatrics,117,46,0.6956521739130435
ChIJyV0NVQJ3hYARd6zS_-fMyKA,Stanford Medicine Children's Health — Pediatrics,98,49,0.8775510204081632
ChIJyV0NVQJ3hYARd6zS_-fMyKA,Stanford Medicine Children's Health — Pediatrics,32,16,0.9375
ChIJt-i6ntghm4ARa-rTxj-ZgZs,Vance Van Tassell,13,5,0.8
ChIJf5DjbzuWwoARV66meiz4Uno,Exer Urgent Care - Sherman Oaks,64,28,0.8928571428571429
ChIJf5DjbzuWwoARV66meiz4Uno,Exer Urgent Care - Sherman Oaks,203,85,0.8352941176470589
ChIJf5DjbzuWwoARV66meiz4Uno,Exer Urgent Care - Sherman Oaks,178,71,0.7605633802816901
ChIJf5DjbzuWwoARV66meiz4Uno,Exer Urgent Care - Sherman Oaks,44,20,0.9
ChIJf5DjbzuWwoARV66meiz4Uno,Exer Urgent Care - Sherman Oaks,67,25,0.96
ChIJjxjvrnvY3IARRAruhZp_62E,Ponrartana Clinic,10,5,1.0
ChIJjxjvrnvY3IARRAruhZp_62E,Ponrartana Clinic,3,1,1.0
ChIJF-uKVdAem4ARcub9w2uaYGs,Loomis Basin Equine Medical Center,60,35,0.9142857142857143
ChIJF-uKVdAem4ARcub9w2uaYGs,Loomis Basin Equine Medical Center,58,25,0.84
ChIJF-uKVdAem4ARcub9w2uaYGs,Loomis Basin Equine Medical Center,691,292,0.541095890410959
ChIJF-uKVdAem4ARcub9w2uaYGs,Loomis Basin Equine Medical Center,107,56,0.8571428571428571
ChIJF-uKVdAem4ARcub9w2uaYGs,Loomis Basin Equine Medical Center,59,25,0.92
ChIJsRR1tJB3j4AR-wF1wAkUBm4,San Francisco International Airport (SFO) Medical Clinic,499,214,0.5887850467289719
ChIJsRR1tJB3j4AR-wF1wAkUBm4,San Francisco International Airport (SFO) Medical Clinic,35,12,0.9166666666666666
ChIJsRR1tJB3j4AR-wF1wAkUBm4,San Francisco International Airport (SFO) Medical Clinic,7,6,1.0
ChIJsRR1tJB3j4AR-wF1wAkUBm4,San Francisco International Airport (SFO) Medical Clinic,54,25,0.92
ChIJsRR1tJB3j4AR-wF1wAkUBm4,San Francisco International Airport (SFO) Medical Clinic,51,18,0.9444444444444444
ChIJO4pU9pIpw4AR9_xKt4fAf0o,Exer Urgent Care - Glendora,141,69,0.8695652173913043
ChIJO4pU9pIpw4AR9_xKt4fAf0o,Exer Urgent Care - Glendora,69,28,1.0
ChIJO4pU9pIpw4AR9_xKt4fAf0o,Exer Urgent Care - Glendora,86,39,0.9230769230769231
ChIJO4pU9pIpw4AR9_xKt4fAf0o,Exer Urgent Care - Glendora,48,22,0.9090909090909091
ChIJO4pU9pIpw4AR9_xKt4fAf0o,Exer Urgent Care - Glendora,107,42,0.9047619047619048
ChIJA4rq2nzQmoARuoD93mLjgHs,UC Davis Medical Center,113,48,0.9791666666666666
ChIJA4rq2nzQmoARuoD93mLjgHs,UC Davis Medical Center,48,18,0.8888888888888888
ChIJA4rq2nzQmoARuoD93mLjgHs,UC Davis Medical Center,133,70,0.9
ChIJA4rq2nzQmoARuoD93mLjgHs,UC Davis Medical Center,115,41,0.926829268292683
ChIJA4rq2nzQmoARuoD93mLjgHs,UC Davis Medical Center,126,64,0.890625
ChIJ_S5wtebemoARrPtS10n72C4,AIMS Medical Plaza,48,25,1.0
ChIJ_S5wtebemoARrPtS10n72C4,AIMS Medical Plaza,48,25,0.84
ChIJ_S5wtebemoARrPtS10n72C4,AIMS Medical Plaza,273,131,0.7633587786259542
ChIJ_S5wtebemoARrPtS10n72C4,AIMS Medical Plaza,151,60,0.85
ChIJ_S5wtebemoARrPtS10n72C4,AIMS Medical Plaza,42,19,0.9473684210526315
ChIJ_SNEi484hIARP84LOmQog88,Santa Rosa Community Health -- Vista Campus,99,44,0.8636363636363636
ChIJ_SNEi484hIARP84LOmQog88,Santa Rosa Community Health -- Vista Campus,92,43,0.8837209302325582
ChIJ_SNEi484hIARP84LOmQog88,Santa Rosa Community Health -- Vista Campus,151,79,0.6835443037974683
ChIJ_SNEi484hIARP84LOmQog88,Santa Rosa Community Health -- Vista Campus,47,18,0.8888888888888888
ChIJ_SNEi484hIARP84LOmQog88,Santa Rosa Community Health -- Vista Campus,83,34,0.9411764705882353
ChIJmR5Tdvgp6IARkaM0Y33XQRE,Simi Valley CAREPLUS Urgent Care,63,30,0.9333333333333333
ChIJmR5Tdvgp6IARkaM0Y33XQRE,Simi Valley CAREPLUS Urgent Care,64,25,1.0
ChIJmR5Tdvgp6IARkaM0Y33XQRE,Simi Valley CAREPLUS Urgent Care,33,14,1.0
ChIJmR5Tdvgp6IARkaM0Y33XQRE,Simi Valley CAREPLUS Urgent Care,1,1,1.0
ChIJmR5Tdvgp6IARkaM0Y33XQRE,Simi Valley CAREPLUS Urgent Care,110,43,0.7906976744186046
ChIJb6HJvJQ4hIARvmzd4XFEt6g,Urology: Sutter Pacific Medical Foundation,62,24,0.875
ChIJd0L5JqzcwoAR_bJ7LTX3EQ8,Animal-AM Emergency Clinic of Pasadena,216,87,0.7701149425287356
ChIJd0L5JqzcwoAR_bJ7LTX3EQ8,Animal-AM Emergency Clinic of Pasadena,334,145,0.7034482758620689
ChIJd0L5JqzcwoAR_bJ7LTX3EQ8,Animal-AM Emergency Clinic of Pasadena,164,72,0.8055555555555556
ChIJd0L5JqzcwoAR_bJ7LTX3EQ8,Animal-AM Emergency Clinic of Pasadena,96,41,0.8536585365853658
ChIJd0L5JqzcwoAR_bJ7LTX3EQ8,Animal-AM Emergency Clinic of Pasadena,183,93,0.8279569892473119
ChIJs-bhKwBTm4ARoNhRR3uczvA,Harmony Health Medical Clinic and Family Resource Center,60,27,0.8148148148148148
ChIJs-bhKwBTm4ARoNhRR3uczvA,Harmony Health Medical Clinic and Family Resource Center,18,6,1.0
ChIJs-bhKwBTm4ARoNhRR3uczvA,Harmony Health Medical Clinic and Family Resource Center,22,13,0.9230769230769231
ChIJs-bhKwBTm4ARoNhRR3uczvA,Harmony Health Medical Clinic and Family Resource Center,12,5,1.0
ChIJGcEP7QpBjoARSYo5TU1X0Wg,CruzMedMo,114,42,0.7619047619047619
ChIJGcEP7QpBjoARSYo5TU1X0Wg,CruzMedMo,96,45,0.8222222222222222
ChIJGcEP7QpBjoARSYo5TU1X0Wg,CruzMedMo,100,41,0.9512195121951219
ChIJGcEP7QpBjoARSYo5TU1X0Wg,CruzMedMo,58,27,0.9629629629629629
ChIJGcEP7QpBjoARSYo5TU1X0Wg,CruzMedMo,38,20,1.0
ChIJxdSOCri7hYARZH_L_F2iQF0,Kaiser Permanente Novato Medical Offices,26,14,1.0
ChIJxdSOCri7hYARZH_L_F2iQF0,Kaiser Permanente Novato Medical Offices,64,32,1.0
ChIJxdSOCri7hYARZH_L_F2iQF0,Kaiser Permanente Novato Medical Offices,76,35,0.9428571428571428
ChIJxdSOCri7hYARZH_L_F2iQF0,Kaiser Permanente Novato Medical Offices,38,17,0.8235294117647058
ChIJxdSOCri7hYARZH_L_F2iQF0,Kaiser Permanente Novato Medical Offices,46,22,0.8636363636363636
ChIJSSLUHS5blIARoXuarP7UIxU,Armstrong Urgent Care and Walk In Clinic,89,37,0.918918918918919
ChIJSSLUHS5blIARoXuarP7UIxU,Armstrong Urgent Care and Walk In Clinic,62,24,0.875
ChIJSSLUHS5blIARoXuarP7UIxU,Armstrong Urgent Care and Walk In Clinic,121,42,0.7857142857142857
ChIJSSLUHS5blIARoXuarP7UIxU,Armstrong Urgent Care and Walk In Clinic,50,22,0.8636363636363636
ChIJSSLUHS5blIARoXuarP7UIxU,Armstrong Urgent Care and Walk In Clinic,107,43,0.813953488372093
ChIJv9oV-M8G3IARMo2L633nKjM,Veterans Affairs Medical Center Emergency Room,117,48,0.8958333333333334
ChIJv9oV-M8G3IARMo2L633nKjM,Veterans Affairs Medical Center Emergency Room,65,30,0.9333333333333333
ChIJv9oV-M8G3IARMo2L633nKjM,Veterans Affairs Medical Center Emergency Room,106,54,0.7592592592592593
ChIJv9oV-M8G3IARMo2L633nKjM,Veterans Affairs Medical Center Emergency Room,32,15,0.8666666666666667
ChIJv9oV-M8G3IARMo2L633nKjM,Veterans Affairs Medical Center Emergency Room,68,23,1.0
ChIJ6_7BNhO46oARNUqM3DmAf70,Sidhu Jasvir MD,10,5,1.0
ChIJ6_7BNhO46oARNUqM3DmAf70,Sidhu Jasvir MD,61,25,0.84
ChIJ6_7BNhO46oARNUqM3DmAf70,Sidhu Jasvir MD,24,7,0.8571428571428571
ChIJ6_7BNhO46oARNUqM3DmAf70,Sidhu Jasvir MD,4,2,1.0
ChIJ6_7BNhO46oARNUqM3DmAf70,Sidhu Jasvir MD,2,1,1.0
ChIJ41MIc3rnj4ARfg2G3wfaX3I,Axis Community Health - Medical Clinic,148,84,0.7857142857142857
ChIJ41MIc3rnj4ARfg2G3wfaX3I,Axis Community Health - Medical Clinic,105,57,0.7719298245614035
ChIJ41MIc3rnj4ARfg2G3wfaX3I,Axis Community Health - Medical Clinic,55,21,1.0
ChIJ41MIc3rnj4ARfg2G3wfaX3I,Axis Community Health - Medical Clinic,87,35,0.9428571428571428
ChIJ41MIc3rnj4ARfg2G3wfaX3I,Axis Community Health - Medical Clinic,152,67,0.8955223880597015
ChIJVY7KjjdN6IARj9pU_77SmX8,BUENA MEDICAL CLINIC,136,66,0.7575757575757576
ChIJVY7KjjdN6IARj9pU_77SmX8,BUENA MEDICAL CLINIC,20,10,1.0
ChIJVY7KjjdN6IARj9pU_77SmX8,BUENA MEDICAL CLINIC,29,13,0.9230769230769231
ChIJVY7KjjdN6IARj9pU_77SmX8,BUENA MEDICAL CLINIC,27,12,1.0
ChIJVY7KjjdN6IARj9pU_77SmX8,BUENA MEDICAL CLINIC,77,33,0.8787878787878788
ChIJY7wGbZTAj4AR0P8UnlAnLy8,Sutter Health Fremont Center Pediatric Urgent Care,129,60,0.8666666666666667
ChIJY7wGbZTAj4AR0P8UnlAnLy8,Sutter Health Fremont Center Pediatric Urgent Care,114,60,0.9
ChIJY7wGbZTAj4AR0P8UnlAnLy8,Sutter Health Fremont Center Pediatric Urgent Care,96,44,0.8636363636363636
ChIJY7wGbZTAj4AR0P8UnlAnLy8,Sutter Health Fremont Center Pediatric Urgent Care,156,74,0.8378378378378378
ChIJY7wGbZTAj4AR0P8UnlAnLy8,Sutter Health Fremont Center Pediatric Urgent Care,106,49,0.7551020408163265
ChIJaV02bNq1j4ARvyJzWqouu3g,Urgent Care Cupertino - El Camino Health,171,82,0.7804878048780488
ChIJaV02bNq1j4ARvyJzWqouu3g,Urgent Care Cupertino - El Camino Health,41,20,1.0
ChIJaV02bNq1j4ARvyJzWqouu3g,Urgent Care Cupertino - El Camino Health,25,11,1.0
ChIJaV02bNq1j4ARvyJzWqouu3g,Urgent Care Cupertino - El Camino Health,21,10,1.0
ChIJaV02bNq1j4ARvyJzWqouu3g,Urgent Care Cupertino - El Camino Health,58,30,1.0
ChIJsejAzkBVw4ARM9fw_-9dAw8,"Urgent Care - Dignity Health - Highland, CA",102,38,0.9210526315789473
ChIJsejAzkBVw4ARM9fw_-9dAw8,"Urgent Care - Dignity Health - Highland, CA",81,28,0.8571428571428571
ChIJsejAzkBVw4ARM9fw_-9dAw8,"Urgent Care - Dignity Health - Highland, CA",348,143,0.6923076923076923
ChIJsejAzkBVw4ARM9fw_-9dAw8,"Urgent Care - Dignity Health - Highland, CA",49,16,0.9375
ChIJsejAzkBVw4ARM9fw_-9dAw8,"Urgent Care - Dignity Health - Highland, CA",186,76,0.7236842105263158
ChIJU85nivbQmoARIkYYMzoIw_k,California's Lice Clinic Treatment Center,42,19,1.0
ChIJU85nivbQmoARIkYYMzoIw_k,California's Lice Clinic Treatment Center,25,14,1.0
ChIJU85nivbQmoARIkYYMzoIw_k,California's Lice Clinic Treatment Center,21,9,1.0
ChIJU85nivbQmoARIkYYMzoIw_k,California's Lice Clinic Treatment Center,32,12,1.0
ChIJU85nivbQmoARIkYYMzoIw_k,California's Lice Clinic Treatment Center,95,38,0.9473684210526315
ChIJd0xLI_Rp6oARg0tpb3aSqrU,Emergency Room at Dignity Health - Mercy Hospital Downtown,86,39,0.8974358974358975
ChIJd0xLI_Rp6oARg0tpb3aSqrU,Emergency Room at Dignity Health - Mercy Hospital Downtown,70,23,1.0
ChIJd0xLI_Rp6oARg0tpb3aSqrU,Emergency Room at Dignity Health - Mercy Hospital Downtown,34,15,0.9333333333333333
ChIJd0xLI_Rp6oARg0tpb3aSqrU,Emergency Room at Dignity Health - Mercy Hospital Downtown,263,101,0.7821782178217822
ChIJd0xLI_Rp6oARg0tpb3aSqrU,Emergency Room at Dignity Health - Mercy Hospital Downtown,439,216,0.6620370370370371
ChIJFa2FNMhZ2YARGpi8Lc_lnII,Centro Medico El Cajon,59,29,0.896551724137931
ChIJFa2FNMhZ2YARGpi8Lc_lnII,Centro Medico El Cajon,49,24,0.875
ChIJFa2FNMhZ2YARGpi8Lc_lnII,Centro Medico El Cajon,56,21,0.9047619047619048
ChIJFa2FNMhZ2YARGpi8Lc_lnII,Centro Medico El Cajon,94,35,0.8285714285714286
ChIJFa2FNMhZ2YARGpi8Lc_lnII,Centro Medico El Cajon,91,27,0.7777777777777778
ChIJF6c2odoQhIARSMRF-LXyMQE,Alliance Medical Center,93,36,0.6666666666666666
ChIJF6c2odoQhIARSMRF-LXyMQE,Alliance Medical Center,34,19,0.7368421052631579
ChIJF6c2odoQhIARSMRF-LXyMQE,Alliance Medical Center,78,35,0.9142857142857143
ChIJF6c2odoQhIARSMRF-LXyMQE,Alliance Medical Center,94,41,0.9024390243902439
ChIJF6c2odoQhIARSMRF-LXyMQE,Alliance Medical Center,28,12,1.0
ChIJh4TRd9K0woAR1U3P9o7vK7c,Providence Emergency Department - Torrance,230,80,0.7625
ChIJh4TRd9K0woAR1U3P9o7vK7c,Providence Emergency Department - Torrance,92,42,0.8095238095238095
ChIJh4TRd9K0woAR1U3P9o7vK7c,Providence Emergency Department - Torrance,127,59,0.864406779661017
ChIJh4TRd9K0woAR1U3P9o7vK7c,Providence Emergency Department - Torrance,68,29,0.9655172413793104
ChIJh4TRd9K0woAR1U3P9o7vK7c,Providence Emergency Department - Torrance,62,30,0.8
ChIJJ7h4B1LPwoARcxQH1kbbFB4,Los Angeles Family Medical Clinic,42,17,1.0
ChIJJ7h4B1LPwoARcxQH1kbbFB4,Los Angeles Family Medical Clinic,79,34,0.9705882352941176
ChIJJ7h4B1LPwoARcxQH1kbbFB4,Los Angeles Family Medical Clinic,39,16,1.0
ChIJJ7h4B1LPwoARcxQH1kbbFB4,Los Angeles Family Medical Clinic,21,9,1.0
ChIJJ7h4B1LPwoARcxQH1kbbFB4,Los Angeles Family Medical Clinic,40,16,0.8125
ChIJ1wcHV9dU2YAR8UOvpl4czhM,Hillcrest Family Health Center,71,35,0.9428571428571428
ChIJ1wcHV9dU2YAR8UOvpl4czhM,Hillcrest Family Health Center,151,68,0.8823529411764706
ChIJ1wcHV9dU2YAR8UOvpl4czhM,Hillcrest Family Health Center,89,42,0.8333333333333334
ChIJ1wcHV9dU2YAR8UOvpl4czhM,Hillcrest Family Health Center,172,73,0.9041095890410958
ChIJ1wcHV9dU2YAR8UOvpl4czhM,Hillcrest Family Health Center,80,40,0.925
ChIJITw11rcvw4AReo-QI-ExDIw,Pomona Valley Health Centers (PVHC) at La Verne Urgent Care,120,54,0.9074074074074074
ChIJITw11rcvw4AReo-QI-ExDIw,Pomona Valley Health Centers (PVHC) at La Verne Urgent Care,39,20,0.9
ChIJITw11rcvw4AReo-QI-ExDIw,Pomona Valley Health Centers (PVHC) at La Verne Urgent Care,70,31,0.8709677419354839
ChIJITw11rcvw4AReo-QI-ExDIw,Pomona Valley Health Centers (PVHC) at La Verne Urgent Care,57,27,0.8888888888888888
ChIJITw11rcvw4AReo-QI-ExDIw,Pomona Valley Health Centers (PVHC) at La Verne Urgent Care,47,19,0.8947368421052632
ChIJUW7Q8WChmoARsc6ECubnTao,CMC Lodi Turner,91,43,0.6976744186046512
ChIJUW7Q8WChmoARsc6ECubnTao,CMC Lodi Turner,184,64,0.734375
ChIJUW7Q8WChmoARsc6ECubnTao,CMC Lodi Turner,132,59,0.8305084745762712
ChIJUW7Q8WChmoARsc6ECubnTao,CMC Lodi Turner,25,10,1.0
ChIJUW7Q8WChmoARsc6ECubnTao,CMC Lodi Turner,25,9,0.8888888888888888
ChIJFYfD8HQz3YARNHMgH0AZ06g,Exer Urgent Care - Lakewood,163,81,0.7283950617283951
ChIJFYfD8HQz3YARNHMgH0AZ06g,Exer Urgent Care - Lakewood,66,33,0.8484848484848485
ChIJFYfD8HQz3YARNHMgH0AZ06g,Exer Urgent Care - Lakewood,86,35,0.8571428571428571
ChIJFYfD8HQz3YARNHMgH0AZ06g,Exer Urgent Care - Lakewood,61,21,0.9047619047619048
ChIJFYfD8HQz3YARNHMgH0AZ06g,Exer Urgent Care - Lakewood,49,22,0.9545454545454546
ChIJ122EFDBL3YARxyQ6icjJ0ik,Peninsula Urgent Care,130,56,0.8035714285714286
ChIJ122EFDBL3YARxyQ6icjJ0ik,Peninsula Urgent Care,71,32,0.875
ChIJ122EFDBL3YARxyQ6icjJ0ik,Peninsula Urgent Care,67,32,0.90625
ChIJ122EFDBL3YARxyQ6icjJ0ik,Peninsula Urgent Care,76,30,0.9333333333333333
ChIJ122EFDBL3YARxyQ6icjJ0ik,Peninsula Urgent Care,80,31,0.9354838709677419
ChIJEXyGGayZwoARDdQzUI8cYf8,Tarzana Medical Urgent Care,43,22,0.6818181818181818
ChIJEXyGGayZwoARDdQzUI8cYf8,Tarzana Medical Urgent Care,683,260,0.48846153846153845
ChIJEXyGGayZwoARDdQzUI8cYf8,Tarzana Medical Urgent Care,47,13,0.9230769230769231
ChIJEXyGGayZwoARDdQzUI8cYf8,Tarzana Medical Urgent Care,29,14,1.0
ChIJEXyGGayZwoARDdQzUI8cYf8,Tarzana Medical Urgent Care,27,14,1.0
ChIJaWo-_c2kwoARVwl8yUFqi2g,One Medical Primary Care Clinic - Santa Monica,28,9,1.0
ChIJaWo-_c2kwoARVwl8yUFqi2g,One Medical Primary Care Clinic - Santa Monica,65,24,0.9583333333333334
ChIJaWo-_c2kwoARVwl8yUFqi2g,One Medical Primary Care Clinic - Santa Monica,27,13,1.0
ChIJaWo-_c2kwoARVwl8yUFqi2g,One Medical Primary Care Clinic - Santa Monica,19,9,1.0
ChIJaWo-_c2kwoARVwl8yUFqi2g,One Medical Primary Care Clinic - Santa Monica,121,49,0.9387755102040817
ChIJ97QTAAv-2oAR70qpgVd7vTY,Desert Oasis Healthcare Immediate Care - Palm Desert,100,41,0.8780487804878049
ChIJ97QTAAv-2oAR70qpgVd7vTY,Desert Oasis Healthcare Immediate Care - Palm Desert,50,26,0.8846153846153846
ChIJ97QTAAv-2oAR70qpgVd7vTY,Desert Oasis Healthcare Immediate Care - Palm Desert,33,17,0.8823529411764706
ChIJ97QTAAv-2oAR70qpgVd7vTY,Desert Oasis Healthcare Immediate Care - Palm Desert,22,9,1.0
ChIJ97QTAAv-2oAR70qpgVd7vTY,Desert Oasis Healthcare Immediate Care - Palm Desert,41,20,0.95
ChIJHQmhKxlelIARypDg4uZ2a3w,Valley Family Medical Clinic,38,14,0.9285714285714286
ChIJHQmhKxlelIARypDg4uZ2a3w,Valley Family Medical Clinic,25,10,1.0
ChIJHQmhKxlelIARypDg4uZ2a3w,Valley Family Medical Clinic,14,4,1.0
ChIJSw-v-QDBwoARG85sKuAecUU,"All For Health, Health For All",52,23,0.9565217391304348
ChIJSw-v-QDBwoARG85sKuAecUU,"All For Health, Health For All",117,44,0.9545454545454546
ChIJSw-v-QDBwoARG85sKuAecUU,"All For Health, Health For All",66,29,0.896551724137931
ChIJSw-v-QDBwoARG85sKuAecUU,"All For Health, Health For All",24,11,0.9090909090909091
ChIJSw-v-QDBwoARG85sKuAecUU,"All For Health, Health For All",66,25,0.92
ChIJ-10dUutTkIAR6Eje7g_v1lw,Golden Valley Health Centers - Medical Clinic,70,28,0.8214285714285714
ChIJ-10dUutTkIAR6Eje7g_v1lw,Golden Valley Health Centers - Medical Clinic,137,51,0.7843137254901961
ChIJ-10dUutTkIAR6Eje7g_v1lw,Golden Valley Health Centers - Medical Clinic,31,13,0.7692307692307693
ChIJ-10dUutTkIAR6Eje7g_v1lw,Golden Valley Health Centers - Medical Clinic,107,37,0.7027027027027027
ChIJ-10dUutTkIAR6Eje7g_v1lw,Golden Valley Health Centers - Medical Clinic,39,17,1.0
ChIJLwiwJWOAhYARGaOiwPOYeJo,One Medical Primary Care Clinic - Transbay Center,124,59,0.8135593220338984
ChIJLwiwJWOAhYARGaOiwPOYeJo,One Medical Primary Care Clinic - Transbay Center,132,46,0.8478260869565217
ChIJLwiwJWOAhYARGaOiwPOYeJo,One Medical Primary Care Clinic - Transbay Center,120,49,0.7959183673469388
ChIJLwiwJWOAhYARGaOiwPOYeJo,One Medical Primary Care Clinic - Transbay Center,312,140,0.8071428571428572
ChIJLwiwJWOAhYARGaOiwPOYeJo,One Medical Primary Care Clinic - Transbay Center,102,48,0.8541666666666666
ChIJu9aNPL4ow4ARxt9fpdJhZkU,MedCove Urgent Care,102,38,0.8421052631578947
ChIJu9aNPL4ow4ARxt9fpdJhZkU,MedCove Urgent Care,99,49,0.7959183673469388
ChIJu9aNPL4ow4ARxt9fpdJhZkU,MedCove Urgent Care,71,28,0.9642857142857143
ChIJu9aNPL4ow4ARxt9fpdJhZkU,MedCove Urgent Care,120,52,0.9230769230769231
ChIJu9aNPL4ow4ARxt9fpdJhZkU,MedCove Urgent Care,93,43,0.9069767441860465
ChIJsQAry85K3YAR8vER0qITwnM,Pregnancy Help Center,167,68,0.8235294117647058
ChIJsQAry85K3YAR8vER0qITwnM,Pregnancy Help Center,67,21,0.9523809523809523
ChIJsQAry85K3YAR8vER0qITwnM,Pregnancy Help Center,70,30,0.9333333333333333
ChIJsQAry85K3YAR8vER0qITwnM,Pregnancy Help Center,22,9,1.0
ChIJsQAry85K3YAR8vER0qITwnM,Pregnancy Help Center,17,7,1.0
ChIJcSd3CO3u3IARt1J5pRgRWD0,MemorialCare Urgent Care - San Juan Capistrano,157,68,0.8529411764705882
ChIJcSd3CO3u3IARt1J5pRgRWD0,MemorialCare Urgent Care - San Juan Capistrano,112,42,0.9285714285714286
ChIJcSd3CO3u3IARt1J5pRgRWD0,MemorialCare Urgent Care - San Juan Capistrano,40,20,0.95
ChIJcSd3CO3u3IARt1J5pRgRWD0,MemorialCare Urgent Care - San Juan Capistrano,49,22,1.0
ChIJcSd3CO3u3IARt1J5pRgRWD0,MemorialCare Urgent Care - San Juan Capistrano,45,22,1.0
ChIJHyrelW0UhYARQm1HKamcGt4,Solano County Family Health Services,179,78,0.8717948717948718
ChIJHyrelW0UhYARQm1HKamcGt4,Solano County Family Health Services,28,13,1.0
ChIJHyrelW0UhYARQm1HKamcGt4,Solano County Family Health Services,29,10,0.9
ChIJHyrelW0UhYARQm1HKamcGt4,Solano County Family Health Services,80,34,0.9411764705882353
ChIJHyrelW0UhYARQm1HKamcGt4,Solano County Family Health Services,79,30,0.9
ChIJF7mHg6Qvw4ARaD9sfIsPd3A,Baldy View Animal Hospital,68,32,0.90625
ChIJF7mHg6Qvw4ARaD9sfIsPd3A,Baldy View Animal Hospital,144,59,0.864406779661017
ChIJF7mHg6Qvw4ARaD9sfIsPd3A,Baldy View Animal Hospital,158,67,0.835820895522388
ChIJF7mHg6Qvw4ARaD9sfIsPd3A,Baldy View Animal Hospital,41,22,0.9545454545454546
